상품ID_A,상품ID_B,동시조회_횟수,카테고리_A,카테고리_B
P00111,P00172,1,가방,스포츠웨어
P00111,P00173,1,가방,스포츠웨어
P00111,P00178,1,가방,스포츠웨어
P00111,P00180,1,가방,스포츠웨어
P00116,P00156,1,가방,셔츠
P00116,P00170,1,가방,스포츠웨어
P00013,P00117,1,원피스,가방
P00076,P00106,1,청바지,가방
P00009,P00081,1,원피스,청바지
P00009,P00084,1,원피스,청바지
P00009,P00089,1,원피스,청바지
P00009,P00106,1,원피스,가방
P00009,P00110,1,원피스,가방
P00009,P00117,1,원피스,가방
P00089,P00117,1,청바지,가방
P00063,P00143,1,니트,스커트
P00010,P00089,1,원피스,청바지
P00010,P00117,1,원피스,가방
P00013,P00076,1,원피스,청바지
P00013,P00081,1,원피스,청바지
P00013,P00084,1,원피스,청바지
P00013,P00106,1,원피스,가방
P00075,P00150,1,니트,스커트
P00035,P00051,1,코트,가디건
P00076,P00110,1,청바지,가방
P00076,P00117,1,청바지,가방
P00081,P00117,1,청바지,가방
P00084,P00106,1,청바지,가방
P00084,P00110,1,청바지,가방
P00084,P00117,1,청바지,가방
P00063,P00140,1,니트,스커트
P00064,P00130,1,니트,액세서리
P00156,P00169,1,셔츠,스포츠웨어
P00161,P00168,1,셔츠,스포츠웨어
P00161,P00169,1,셔츠,스포츠웨어
P00161,P00170,1,셔츠,스포츠웨어
P00163,P00168,1,셔츠,스포츠웨어
P00163,P00169,1,셔츠,스포츠웨어
P00122,P00153,1,액세서리,셔츠
P00122,P00155,1,액세서리,셔츠
P00040,P00051,1,코트,가디건
P00040,P00059,1,코트,가디건
P00043,P00051,1,코트,가디건
P00043,P00059,1,코트,가디건
P00034,P00139,1,코트,스커트
P00063,P00134,1,니트,액세서리
P00111,P00162,1,가방,셔츠
P00111,P00170,1,가방,스포츠웨어
P00064,P00134,1,니트,액세서리
P00070,P00130,1,니트,액세서리
P00070,P00134,1,니트,액세서리
P00130,P00140,1,액세서리,스커트
P00134,P00140,1,액세서리,스커트
P00121,P00155,1,액세서리,셔츠
P00116,P00172,1,가방,스포츠웨어
P00116,P00173,1,가방,스포츠웨어
P00123,P00153,1,액세서리,셔츠
P00123,P00155,1,액세서리,셔츠
P00129,P00155,1,액세서리,셔츠
P00134,P00153,1,액세서리,셔츠
P00134,P00155,1,액세서리,셔츠
P00111,P00156,1,가방,셔츠
P00118,P00180,1,가방,스포츠웨어
P00083,P00161,1,청바지,셔츠
P00089,P00161,1,청바지,셔츠
P00064,P00078,1,니트,청바지
P00064,P00165,1,니트,셔츠
P00173,P00174,1,스포츠웨어,스포츠웨어
P00001,P00077,1,원피스,청바지
P00003,P00077,1,원피스,청바지
P00162,P00173,1,셔츠,스포츠웨어
P00116,P00178,1,가방,스포츠웨어
P00116,P00180,1,가방,스포츠웨어
P00118,P00156,1,가방,셔츠
P00118,P00170,1,가방,스포츠웨어
P00118,P00172,1,가방,스포츠웨어
P00118,P00173,1,가방,스포츠웨어
P00118,P00178,1,가방,스포츠웨어
P00155,P00170,1,셔츠,스포츠웨어
P00156,P00168,1,셔츠,스포츠웨어
P00156,P00172,1,셔츠,스포츠웨어
P00156,P00173,1,셔츠,스포츠웨어
P00156,P00178,1,셔츠,스포츠웨어
P00156,P00180,1,셔츠,스포츠웨어
P00162,P00170,1,셔츠,스포츠웨어
P00162,P00172,1,셔츠,스포츠웨어
P00163,P00170,1,셔츠,스포츠웨어
P00165,P00168,1,셔츠,스포츠웨어
P00162,P00178,1,셔츠,스포츠웨어
P00162,P00180,1,셔츠,스포츠웨어
P00173,P00178,1,스포츠웨어,스포츠웨어
P00109,P00133,1,가방,액세서리
P00155,P00168,1,셔츠,스포츠웨어
P00155,P00169,1,셔츠,스포츠웨어
P00004,P00105,1,원피스,신발
P00047,P00129,1,가디건,액세서리
P00047,P00130,1,가디건,액세서리
P00048,P00124,1,가디건,액세서리
P00048,P00127,1,가디건,액세서리
P00048,P00129,1,가디건,액세서리
P00048,P00130,1,가디건,액세서리
P00055,P00124,1,가디건,액세서리
P00123,P00147,1,액세서리,스커트
P00165,P00169,1,셔츠,스포츠웨어
P00165,P00170,1,셔츠,스포츠웨어
P00028,P00111,1,아우터,가방
P00028,P00116,1,아우터,가방
P00065,P00090,1,니트,청바지
P00004,P00091,1,원피스,신발
P00004,P00101,1,원피스,신발
P00078,P00161,1,청바지,셔츠
P00012,P00091,1,원피스,신발
P00012,P00101,1,원피스,신발
P00014,P00091,1,원피스,신발
P00014,P00101,1,원피스,신발
P00014,P00105,1,원피스,신발
P00166,P00178,1,스포츠웨어,스포츠웨어
P00123,P00144,1,액세서리,스커트
P00007,P00077,1,원피스,청바지
P00129,P00144,1,액세서리,스커트
P00129,P00147,1,액세서리,스커트
P00134,P00144,1,액세서리,스커트
P00134,P00147,1,액세서리,스커트
P00054,P00074,1,가디건,니트
P00076,P00160,1,청바지,셔츠
P00076,P00161,1,청바지,셔츠
P00040,P00129,1,코트,액세서리
P00040,P00135,1,코트,액세서리
P00042,P00122,1,코트,액세서리
P00042,P00129,1,코트,액세서리
P00042,P00133,1,코트,액세서리
P00033,P00122,1,코트,액세서리
P00033,P00129,1,코트,액세서리
P00033,P00133,1,코트,액세서리
P00021,P00115,1,아우터,가방
P00011,P00077,1,원피스,청바지
P00015,P00077,1,원피스,청바지
P00069,P00098,1,니트,신발
P00064,P00139,1,니트,스커트
P00064,P00145,1,니트,스커트
P00009,P00095,1,원피스,신발
P00040,P00122,1,코트,액세서리
P00046,P00130,1,가디건,액세서리
P00019,P00114,1,아우터,가방
P00019,P00115,1,아우터,가방
P00019,P00116,1,아우터,가방
P00019,P00118,1,아우터,가방
P00019,P00120,1,아우터,가방
P00021,P00106,1,아우터,가방
P00021,P00114,1,아우터,가방
P00055,P00129,1,가디건,액세서리
P00021,P00116,1,아우터,가방
P00021,P00118,1,아우터,가방
P00021,P00120,1,아우터,가방
P00051,P00108,1,가디건,가방
P00051,P00117,1,가디건,가방
P00046,P00124,1,가디건,액세서리
P00046,P00129,1,가디건,액세서리
P00055,P00130,1,가디건,액세서리
P00057,P00124,1,가디건,액세서리
P00057,P00127,1,가디건,액세서리
P00060,P00124,1,가디건,액세서리
P00060,P00129,1,가디건,액세서리
P00060,P00130,1,가디건,액세서리
P00014,P00050,1,원피스,가디건
P00002,P00145,1,원피스,스커트
P00014,P00052,1,원피스,가디건
P00003,P00076,1,원피스,청바지
P00095,P00171,1,신발,스포츠웨어
P00095,P00175,1,신발,스포츠웨어
P00171,P00175,1,스포츠웨어,스포츠웨어
P00099,P00168,1,신발,스포츠웨어
P00099,P00171,1,신발,스포츠웨어
P00099,P00179,1,신발,스포츠웨어
P00005,P00168,1,원피스,스포츠웨어
P00005,P00171,1,원피스,스포츠웨어
P00101,P00179,1,신발,스포츠웨어
P00104,P00168,1,신발,스포츠웨어
P00104,P00171,1,신발,스포츠웨어
P00104,P00179,1,신발,스포츠웨어
P00105,P00168,1,신발,스포츠웨어
P00105,P00171,1,신발,스포츠웨어
P00033,P00135,1,코트,액세서리
P00064,P00148,1,니트,스커트
P00019,P00106,1,아우터,가방
P00105,P00179,1,신발,스포츠웨어
P00168,P00179,1,스포츠웨어,스포츠웨어
P00171,P00179,1,스포츠웨어,스포츠웨어
P00084,P00115,1,청바지,가방
P00084,P00119,1,청바지,가방
P00014,P00168,1,원피스,스포츠웨어
P00014,P00171,1,원피스,스포츠웨어
P00083,P00098,1,청바지,신발
P00034,P00127,1,코트,액세서리
P00035,P00127,1,코트,액세서리
P00147,P00151,1,스커트,셔츠
P00150,P00151,1,스커트,셔츠
P00110,P00126,1,가방,액세서리
P00044,P00127,1,코트,액세서리
P00066,P00088,1,니트,청바지
P00073,P00088,1,니트,청바지
P00006,P00173,1,원피스,스포츠웨어
P00007,P00173,1,원피스,스포츠웨어
P00110,P00173,1,가방,스포츠웨어
P00013,P00168,1,원피스,스포츠웨어
P00013,P00171,1,원피스,스포츠웨어
P00064,P00135,1,니트,액세서리
P00065,P00135,1,니트,액세서리
P00066,P00135,1,니트,액세서리
P00069,P00135,1,니트,액세서리
P00071,P00135,1,니트,액세서리
P00002,P00141,1,원피스,스커트
P00041,P00127,1,코트,액세서리
P00042,P00127,1,코트,액세서리
P00002,P00147,1,원피스,스커트
P00008,P00145,1,원피스,스커트
P00008,P00147,1,원피스,스커트
P00009,P00141,1,원피스,스커트
P00009,P00145,1,원피스,스커트
P00009,P00147,1,원피스,스커트
P00115,P00173,1,가방,스포츠웨어
P00062,P00135,1,니트,액세서리
P00003,P00117,1,원피스,가방
P00003,P00130,1,원피스,액세서리
P00107,P00130,1,가방,액세서리
P00112,P00164,1,가방,셔츠
P00112,P00172,1,가방,스포츠웨어
P00152,P00172,1,셔츠,스포츠웨어
P00153,P00172,1,셔츠,스포츠웨어
P00164,P00172,1,셔츠,스포츠웨어
P00012,P00123,1,원피스,액세서리
P00004,P00049,1,원피스,가디건
P00004,P00142,1,원피스,스커트
P00049,P00069,1,가디건,니트
P00049,P00072,1,가디건,니트
P00038,P00128,1,코트,액세서리
P00003,P00107,1,원피스,가방
P00003,P00114,1,원피스,가방
P00015,P00147,1,원피스,스커트
P00015,P00150,1,원피스,스커트
P00015,P00151,1,원피스,셔츠
P00137,P00151,1,스커트,셔츠
P00114,P00130,1,가방,액세서리
P00117,P00130,1,가방,액세서리
P00171,P00172,1,스포츠웨어,스포츠웨어
P00056,P00107,1,가디건,가방
P00117,P00126,1,가방,액세서리
P00166,P00170,1,스포츠웨어,스포츠웨어
P00166,P00177,1,스포츠웨어,스포츠웨어
P00070,P00093,1,니트,신발
P00070,P00097,1,니트,신발
P00014,P00137,1,원피스,스커트
P00014,P00150,1,원피스,스커트
P00014,P00151,1,원피스,셔츠
P00037,P00061,1,코트,니트
P00038,P00065,1,코트,니트
P00081,P00162,1,청바지,셔츠
P00081,P00164,1,청바지,셔츠
P00082,P00162,1,청바지,셔츠
P00082,P00164,1,청바지,셔츠
P00066,P00121,1,니트,액세서리
P00066,P00122,1,니트,액세서리
P00080,P00110,1,청바지,가방
P00080,P00112,1,청바지,가방
P00007,P00127,1,원피스,액세서리
P00009,P00127,1,원피스,액세서리
P00010,P00127,1,원피스,액세서리
P00035,P00065,1,코트,니트
P00036,P00061,1,코트,니트
P00036,P00065,1,코트,니트
P00112,P00152,1,가방,셔츠
P00112,P00153,1,가방,셔츠
P00041,P00061,1,코트,니트
P00044,P00061,1,코트,니트
P00003,P00113,1,원피스,가방
P00004,P00113,1,원피스,가방
P00009,P00113,1,원피스,가방
P00036,P00127,1,코트,액세서리
P00080,P00114,1,청바지,가방
P00066,P00150,1,니트,스커트
P00094,P00106,1,신발,가방
P00080,P00153,1,청바지,셔츠
P00110,P00152,1,가방,셔츠
P00110,P00153,1,가방,셔츠
P00110,P00164,1,가방,셔츠
P00110,P00172,1,가방,스포츠웨어
P00088,P00127,1,청바지,액세서리
P00088,P00130,1,청바지,액세서리
P00030,P00163,1,아우터,셔츠
P00128,P00163,1,액세서리,셔츠
P00031,P00110,1,코트,가방
P00031,P00117,1,코트,가방
P00035,P00110,1,코트,가방
P00035,P00117,1,코트,가방
P00068,P00127,1,니트,액세서리
P00091,P00109,1,신발,가방
P00094,P00110,1,신발,가방
P00094,P00113,1,신발,가방
P00008,P00108,1,원피스,가방
P00014,P00108,1,원피스,가방
P00080,P00127,1,청바지,액세서리
P00080,P00130,1,청바지,액세서리
P00072,P00132,1,니트,액세서리
P00081,P00157,1,청바지,셔츠
P00051,P00150,1,가디건,스커트
P00031,P00073,1,코트,니트
P00033,P00073,1,코트,니트
P00036,P00073,1,코트,니트
P00040,P00073,1,코트,니트
P00068,P00124,1,니트,액세서리
P00066,P00129,1,니트,액세서리
P00066,P00133,1,니트,액세서리
P00091,P00112,1,신발,가방
P00096,P00109,1,신발,가방
P00096,P00112,1,신발,가방
P00096,P00114,1,신발,가방
P00075,P00153,1,니트,셔츠
P00072,P00122,1,니트,액세서리
P00080,P00097,1,청바지,신발
P00080,P00098,1,청바지,신발
P00090,P00093,1,청바지,신발
P00061,P00102,1,니트,신발
P00063,P00102,1,니트,신발
P00064,P00102,1,니트,신발
P00067,P00102,1,니트,신발
P00068,P00102,1,니트,신발
P00042,P00068,1,코트,니트
P00068,P00135,1,니트,액세서리
P00079,P00093,1,청바지,신발
P00079,P00100,1,청바지,신발
P00083,P00092,1,청바지,신발
P00083,P00093,1,청바지,신발
P00083,P00095,1,청바지,신발
P00083,P00100,1,청바지,신발
P00024,P00163,1,아우터,셔츠
P00028,P00163,1,아우터,셔츠
P00080,P00100,1,청바지,신발
P00068,P00147,1,니트,스커트
P00080,P00092,1,청바지,신발
P00031,P00068,1,코트,니트
P00031,P00075,1,코트,니트
P00031,P00135,1,코트,액세서리
P00039,P00110,1,코트,가방
P00039,P00117,1,코트,가방
P00092,P00172,1,신발,스포츠웨어
P00011,P00061,1,원피스,니트
P00018,P00020,1,아우터,아우터
P00018,P00163,1,아우터,셔츠
P00020,P00163,1,아우터,셔츠
P00022,P00163,1,아우터,셔츠
P00007,P00074,1,원피스,니트
P00002,P00150,1,원피스,스커트
P00011,P00139,1,원피스,스커트
P00011,P00150,1,원피스,스커트
P00100,P00139,1,신발,스커트
P00100,P00143,1,신발,스커트
P00102,P00139,1,신발,스커트
P00102,P00143,1,신발,스커트
P00015,P00083,1,원피스,청바지
P00040,P00117,1,코트,가방
P00022,P00153,1,아우터,셔츠
P00072,P00086,1,니트,청바지
P00072,P00088,1,니트,청바지
P00072,P00089,1,니트,청바지
P00014,P00112,1,원피스,가방
P00007,P00063,1,원피스,니트
P00077,P00093,1,청바지,신발
P00007,P00087,1,원피스,청바지
P00012,P00063,1,원피스,니트
P00012,P00074,1,원피스,니트
P00012,P00083,1,원피스,청바지
P00012,P00085,1,원피스,청바지
P00015,P00063,1,원피스,니트
P00015,P00074,1,원피스,니트
P00069,P00102,1,니트,신발
P00074,P00102,1,니트,신발
P00015,P00085,1,원피스,청바지
P00015,P00087,1,원피스,청바지
P00063,P00083,1,니트,청바지
P00063,P00085,1,니트,청바지
P00074,P00083,1,니트,청바지
P00074,P00085,1,니트,청바지
P00001,P00110,1,원피스,가방
P00097,P00150,1,신발,스커트
P00105,P00150,1,신발,스커트
P00061,P00096,1,니트,신발
P00063,P00096,1,니트,신발
P00050,P00131,1,가디건,액세서리
P00005,P00067,1,원피스,니트
P00026,P00079,1,아우터,청바지
P00001,P00171,1,원피스,스포츠웨어
P00069,P00079,1,니트,청바지
P00115,P00167,1,가방,스포츠웨어
P00030,P00112,1,아우터,가방
P00016,P00094,1,아우터,신발
P00020,P00094,1,아우터,신발
P00022,P00094,1,아우터,신발
P00026,P00094,1,아우터,신발
P00075,P00096,1,니트,신발
P00078,P00097,1,청바지,신발
P00078,P00101,1,청바지,신발
P00078,P00102,1,청바지,신발
P00078,P00103,1,청바지,신발
P00089,P00097,1,청바지,신발
P00089,P00101,1,청바지,신발
P00089,P00102,1,청바지,신발
P00030,P00075,1,아우터,니트
P00081,P00118,1,청바지,가방
P00001,P00173,1,원피스,스포츠웨어
P00001,P00177,1,원피스,스포츠웨어
P00173,P00177,1,스포츠웨어,스포츠웨어
P00071,P00092,1,니트,신발
P00071,P00096,1,니트,신발
P00071,P00099,1,니트,신발
P00059,P00075,1,가디건,니트
P00065,P00079,1,니트,청바지
P00066,P00079,1,니트,청바지
P00068,P00079,1,니트,청바지
P00005,P00137,1,원피스,스커트
P00007,P00067,1,원피스,니트
P00008,P00067,1,원피스,니트
P00004,P00067,1,원피스,니트
P00015,P00113,1,원피스,가방
P00027,P00030,1,아우터,아우터
P00004,P00153,1,원피스,셔츠
P00006,P00153,1,원피스,셔츠
P00043,P00131,1,코트,액세서리
P00004,P00071,1,원피스,니트
P00004,P00137,1,원피스,스커트
P00071,P00137,1,니트,스커트
P00081,P00109,1,청바지,가방
P00081,P00172,1,청바지,스포츠웨어
P00109,P00172,1,가방,스포츠웨어
P00031,P00056,1,코트,가디건
P00075,P00122,1,니트,액세서리
P00075,P00127,1,니트,액세서리
P00075,P00133,1,니트,액세서리
P00007,P00108,1,원피스,가방
P00121,P00150,1,액세서리,스커트
P00124,P00150,1,액세서리,스커트
P00126,P00150,1,액세서리,스커트
P00135,P00150,1,액세서리,스커트
P00012,P00153,1,원피스,셔츠
P00078,P00109,1,청바지,가방
P00078,P00172,1,청바지,스포츠웨어
P00080,P00109,1,청바지,가방
